Location Number,Location Name,Location Type,Address,City,State,Zip Code,Phone Number,County,Latitude,Longitude,Accuracy
LA0009-002,Allen Parish Libraries,Central Library,320 South Sixth Street,Oberlin,LA,70655,(318) 491-4444,Allen,30.6156342,-92.7660845,STREET_ADDRESS: ROOFTOP
LA0009,Allen Parish Libraries,Library System,320 South Sixth St.,Oberlin,LA,70655,(318) 491-4444,Allen,30.6156342,-92.7660845,STREET_ADDRESS: ROOFTOP
LA0054-017,Oil City Branch,Branch Library,102 Allen Street,Oil City,LA,71061,(318) 995-7975,Caddo,32.7464353,-93.9724955,STREET_ADDRESS: RANGE_INTERPOLATED
LA0057-015,Rosedale Branch,Branch Library,4036 Jefferson Highway,Old Jefferson,LA,70121,(504) 838-4350,Jefferson,30.3732596,-91.0139612,ROUTE: GEOMETRIC_CENTER
LA0003-003,Olla Branch,Branch Library,1449 Blake Street,Olla,LA,71465,(318) 495-5570,Lasalle,31.9029424,-92.2431938,LOCALITY: APPROXIMATE
LA0061,Opelousas-Eunice Public,Library System,212 East Grolee Street,Opelousas,LA,70570,(337) 948-3693,St. Landry,30.536137,-92.0811055,STREET_ADDRESS: RANGE_INTERPOLATED
LA0061-002,Opelousas-Eunice Public Library,Central Library,212 East Grolee Street,Opelousas,LA,70570,(337) 948-3693,St. Landry,30.536137,-92.0811055,STREET_ADDRESS: RANGE_INTERPOLATED
LA0027-008,Paradis Branch,Branch Library,307 Audubon Street,Paradis,LA,70080,(985) 758-1868,St. Charles,29.8793962,-90.436196,STREET_ADDRESS: RANGE_INTERPOLATED
LA0030-007,Parks Branch,Branch Library,1012 Martin Street,Parks,LA,70582,(337) 845-4693,St. Martin,30.2138001,-91.8330252,STREET_ADDRESS: RANGE_INTERPOLATED
LA0043-006,Patterson Branch,Branch Library,521 Catherine Street,Patterson,LA,70392,(985) 395-2777,St. Mary,29.6928398,-91.3084128,STREET_ADDRESS: RANGE_INTERPOLATED
LA0049-010,Pearl River Branch,Branch Library,64580 Highway 41,Pearl River,LA,70452,(985) 863-5518,St. Tammany,30.370647,-89.762247,STREET_ADDRESS: ROOFTOP
LA0018-004,Pelican Branch Library,Branch Library,145 Jackson Avenue,Pelican,LA,71063,(318) 755-2353,Desoto,31.8821289,-93.5863346,LOCALITY: APPROXIMATE
LA0011-003,Pierre Part Branch,Branch Library,2800 Hwy 70 South,Pierre Part,LA,70339,(985) 252-4220,Assumption,29.9659969,-91.2032367,STREET_ADDRESS: RANGE_INTERPOLATED
LA0025-005,Pine Prairie Prescott Branch,Branch Library,1111 Walnut Street,Pine Prairie,LA,70576,(337) 599-3179,Evangeline,30.7827719,-92.4244232,STREET_ADDRESS: RANGE_INTERPOLATED
LA0050-006,Carl N. Gunter Sr. Branch,Branch Library,5630 Holloway Road,Pineville,LA,71360,(318) 443-7259,Rapides,31.3335479,-92.4170795,ROUTE: GEOMETRIC_CENTER
LA0050-010,Martin Branch,Branch Library,801 West Shamrock Street,Pineville,LA,71360,(318) 442-7575,Rapides,31.3228355,-92.4349239,STREET_ADDRESS: ROOFTOP
LA0038-004,Pitkin Branch,Branch Library,7277 Highway 463,Pitkin,LA,70656,(318) 358-3294,Vernon,30.9429596,-92.9328572,STREET_ADDRESS: RANGE_INTERPOLATED
LA0046-008,Plain Dealing Branch,Branch Library,208 East Mary Lee,Plain Dealing,LA,71064,(318) 326-4233,Bossier,32.9065369,-93.7026928,STREET_ADDRESS: RANGE_INTERPOLATED
LA0022-003,Bayou Pigeon Branch,Branch Library,36625 Highway 75,Plaquemine,LA,70764,(225) 545-8567,Iberville,30.1171496,-91.2869968,STREET_ADDRESS: RANGE_INTERPOLATED
LA0022-004,Bayou Sorrel Branch,Branch Library,33415 Highway 75,Plaquemine,LA,70764,(225) 659-7055,Iberville,30.1572031,-91.3315793,STREET_ADDRESS: RANGE_INTERPOLATED
LA0022,Iberville Parish,Library System,24605 J. Gerald Berret Blvd.,Plaquemine,LA,70764,(225) 687-2520,Iberville,30.2645408,-91.2472229,ROUTE: GEOMETRIC_CENTER
LA0022-002,Iberville Parish Library,Central Library,24605 J. Gerald Berret Boulevard,Plaquemine,LA,70764,(225) 687-2520,Iberville,30.2645408,-91.2472229,ROUTE: GEOMETRIC_CENTER
LA0032-008,Plaucheville Branch,Branch Library,146 Gin Street,Plaucheville,LA,71362,(318) 359-1016,Avoyelles,30.9651514,-91.9809322,STREET_ADDRESS: RANGE_INTERPOLATED
LA0017-009,Pleasant Hill Branch,Branch Library,8434 Bridges Street,Pleasant Hill,LA,71065,(318) 796-2595,Sabine,31.8146569,-93.5133914,STREET_ADDRESS: RANGE_INTERPOLATED
LA0002-004,Pollock Branch,Branch Library,1316 Pine Street,Pollock,LA,71467,(318) 765-9616,Grant,31.5235131,-92.4075938,STREET_ADDRESS: RANGE_INTERPOLATED
LA0044-008,Ponchatoula Branch,Branch Library,380 North Fifth Street,Ponchatoula,LA,70454,(985) 386-6554,Tangipahoa,30.4429373,-90.4406855,STREET_ADDRESS: RANGE_INTERPOLATED
LA0007,West Baton Rouge Parish,Library System,830 North Alexander Avenue,Port Allen,LA,70767,(225) 342-7920,West Baton Rouge,30.4596147,-91.2107413,STREET_ADDRESS: RANGE_INTERPOLATED
LA0007-002,West Baton Rouge Parish Library,Central Library,830 North Alexander Avenue,Port Allen,LA,70767,(225) 342-7920,West Baton Rouge,30.4596147,-91.2107413,STREET_ADDRESS: RANGE_INTERPOLATED
LA0007-003,West Baton Rouge Parish Library Bookmobile,Bookmobile,830 North Alexander Avenue,Port Allen,LA,70767,(225) 342-7920,West Baton Rouge,30.4596147,-91.2107413,STREET_ADDRESS: RANGE_INTERPOLATED
LA0019-005,Port Sulphur Branch Library,Branch Library,139 Delta Street,Port Sulphur,LA,70083,(504) 564-3681,Plaquemines,29.4799699,-89.6938398,ROUTE: GEOMETRIC_CENTER
LA0037-004,Galvez Branch,Branch Library,40300 Highway 42,Prairieville,LA,70769,(225) 622-3339,Ascension,30.320724,-90.964018,ESTABLISHMENT: APPROXIMATE
LA0055-009,Pride-Chaneyville Branch,Branch Library,13600 Pride/Port Hudson Road,Pride,LA,70770,(225) 658-1540,East Baton Rouge,30.7099908,-91.0023605,ROUTE: GEOMETRIC_CENTER
LA0047-005,Raceland Branch,Branch Library,177 Recreation Dr.,Raceland,LA,70394,(985) 537-6875,Lafourche,29.7327303,-90.6038137,ROUTE: GEOMETRIC_CENTER
LA0020-009,South Beauregard Branch,Branch Library,6715 Highway 12,Ragley,LA,70657,(337) 463-6217,Beauregard,30.5073122,-93.26387,STREET_ADDRESS: RANGE_INTERPOLATED
LA0039-009,Rayne Branch,Branch Library,109 W. Perrodin,Rayne,LA,70578,(337) 334-3188,Acadia,30.2329491,-92.26886,STREET_ADDRESS: RANGE_INTERPOLATED
LA0013-002,Richland Parish Library,Central Library,1410 Louisa Street,Rayville,LA,71269,(318) 728-4806,Richland,32.4691753,-91.7585549,STREET_ADDRESS: ROOFTOP
LA0013,Richland Parish Library,Library System,1410 Louisa Street,Rayville,LA,71269,(318) 728-4806,Richland,32.4691753,-91.7585549,STREET_ADDRESS: ROOFTOP
LA0021-004,Reserve Branch,Branch Library,170 West 10Th Street,Reserve,LA,70084,(985) 536-4107,St. John Baptist,30.0580153,-90.5640987,STREET_ADDRESS: ROOFTOP
LA0064-003,Ringgold Branch,Branch Library,2078 Hall Street,Ringgold,LA,71068,(318) 894-9770,Bienville,32.329176,-93.2884254,STREET_ADDRESS: RANGE_INTERPOLATED
LA0057-021,River Ridge E-Branch,Branch Library,128 Sauve Road,River Ridge,LA,70123,(504) 736-6455,Jefferson,29.9619531,-90.2197138,STREET_ADDRESS: ROOFTOP
LA0054-019,Rodessa Branch,Branch Library,133 E. Main Street,Rodessa,LA,71069,(318) 223-4211,Caddo,32.9713923,-93.9948422,ROUTE: GEOMETRIC_CENTER
LA0022-007,Rosedale Branch,Branch Library,15695 Rosedale Road,Rosedale,LA,70772,(225) 648-2213,Iberville,30.4414664,-91.4531756,STREET_ADDRESS: RANGE_INTERPOLATED
LA0015-006,Julian Poydras Branch,Branch Library,4985 Julian Poydras Lane,Rougon,LA,70773,(225) 627-5846,Pointe Coupee,30.605955,-91.3681029,ROUTE: GEOMETRIC_CENTER
LA0028-002,Lincoln Parish Library,Central Library,910 North Trenton Street,Ruston,LA,71270,(318) 513-6400,Lincoln,32.5368663,-92.6387985,STREET_ADDRESS: RANGE_INTERPOLATED
LA0028,Lincoln Parish Library,Library System,910 North Trenton Street,Ruston,LA,71270,(318) 513-5500,Lincoln,32.5368663,-92.6387985,STREET_ADDRESS: RANGE_INTERPOLATED
LA0064-005,Saline Branch,Branch Library,1434 Fourth Street,Saline,LA,71070,(318) 576-8990,Bienville,32.1645833,-92.9742934,STREET_ADDRESS: RANGE_INTERPOLATED
LA0033-008,Sarepta Branch,Branch Library,24522 Highway 371,Sarepta,LA,71071,(318) 847-4992,Webster,32.8991212,-93.4509735,STREET_ADDRESS: RANGE_INTERPOLATED
LA0052-008,Scott Branch,Branch Library,5808 West Cameron Street,Scott,LA,70583,(337) 232-9321,Lafayette,30.233908,-92.094968,STREET_ADDRESS: ROOFTOP
LA0054,Shreve Memorial,Library System,424 Texas Street,Shreveport,LA,71101,(318) 226-5870,Caddo,32.513333,-93.749651,STREET_ADDRESS: ROOFTOP
LA0054-002,Shreve Memorial Library,Central Library,424 Texas Street,Shreveport,LA,71101,(318) 226-5870,Caddo,32.513333,-93.749651,STREET_ADDRESS: ROOFTOP
LA0054-022,Shreve Memorial Library Bookmobile,Bookmobile,424 Texas Street,Shreveport,LA,71101,(318) 226-5870,Caddo,32.513333,-93.749651,STREET_ADDRESS: ROOFTOP
LA0054-013,Wallette Branch,Branch Library,363 Hearne Avenue,Shreveport,LA,71103,(318) 425-3630,Caddo,32.5086654,-93.78011,STREET_ADDRESS: RANGE_INTERPOLATED
LA0054-006,Broadmoor Branch,Branch Library,1212 Capt. Shreve Dr.,Shreveport,LA,71105,(318) 226-0120,Caddo,32.4703851,-93.7084346,STREET_ADDRESS: ROOFTOP
LA0054-007,Cedar Grove/Line Avenue Branch,Branch Library,8303 Line Avenue,Shreveport,LA,71106,(318) 868-3890,Caddo,32.4287624,-93.7424218,STREET_ADDRESS: ROOFTOP
LA0054-018,David Raines Branch,Branch Library,2841 Martin Luther King Dr.,Shreveport,LA,71107,(318) 222-0824,Caddo,32.5470399,-93.7989048,STREET_ADDRESS: RANGE_INTERPOLATED
LA0054-025,North Shreveport Branch,Branch Library,4844 North Market,Shreveport,LA,71107,(318) 674-8172,Caddo,32.5866417,-93.8121127,STREET_ADDRESS: RANGE_INTERPOLATED
LA0054-008,Hollywood/Union Ave. Branch,Branch Library,2150 Hollywood Ave.,Shreveport,LA,71108,(318) 636-5520,Caddo,32.456771,-93.775049,STREET_ADDRESS: ROOFTOP
LA0054-003,Atkins Branch,Branch Library,3704 Greenwood Rd.,Shreveport,LA,71109,(318) 636-6222,Caddo,32.4735657,-93.8299106,POSTAL_CODE: APPROXIMATE
LA0054-024,Mooretown Branch,Branch Library,4360 Hollywood,Shreveport,LA,71109,(318) 636-5524,Caddo,32.456614,-93.8108045,STREET_ADDRESS: RANGE_INTERPOLATED
LA0054-010,Hamilton/South Caddo Branch,Branch Library,2111 Bert Kouns Industrial Loop,Shreveport,LA,71118,(318) 687-6824,Caddo,32.4020542,-93.7927829,STREET_ADDRESS: RANGE_INTERPOLATED
LA0054-021,West Shreveport Branch,Branch Library,4380 Pines Rd.,Shreveport,LA,71119,(318) 635-0883,Caddo,32.4575329,-93.865765,STREET_ADDRESS: RANGE_INTERPOLATED
LA0033-012,Sibley Branch,Branch Library,127 Se 4Th Street,Sibley,LA,71073,(318) 377-1320,Webster,32.5348242,-93.2924934,STREET_ADDRESS: RANGE_INTERPOLATED
LA0056-004,Sicily Island Branch,Branch Library,308 Newman Street,Sicily Island,LA,71368,(318) 389-5804,Catahoula,31.8441774,-91.6650792,ROUTE: GEOMETRIC_CENTER
LA0005-006,Sikes Branch,Branch Library,125 Fifth Street,Sikes,LA,71473,(318) 628-2824,Winn,32.0800362,-92.488539,ROUTE: GEOMETRIC_CENTER
LA0032-009,Simmesport Branch,Branch Library,461 Main Street,Simmesport,LA,71369,(318) 941-2822,Avoyelles,30.9885271,-91.8110576,STREET_ADDRESS: RANGE_INTERPOLATED
LA0020-010,Singer South Central Branch,Branch Library,9130 Highway 27,Singer,LA,70660,(337) 463-6217,Beauregard,30.6553157,-93.4125489,STREET_ADDRESS: RANGE_INTERPOLATED
LA0049-011,Slidell Branch,Branch Library,555 Robert Blvd.,Slidell,LA,70458,(985) 646-6470,St. Tammany,30.2988312,-89.7592295,STREET_ADDRESS: RANGE_INTERPOLATED
LA0033-010,Willie & Mary Mack Memorial Branch,Branch Library,217 North Main Street,Springhill,LA,71075,(318) 539-4117,Webster,33.004879,-93.4612863,STREET_ADDRESS: RANGE_INTERPOLATED
LA0067-003,West Feliciana Parish Library,Central Library,11865 Ferdinand Street,St. Francisville,LA,70775,(225) 635-3364,West Feliciana,30.7774002,-91.382207,STREET_ADDRESS: RANGE_INTERPOLATED
LA0067,West Feliciana Parish Library,Library System,11865 Ferdinand Street,St. Francisville,LA,70775,(225) 635-3364,West Feliciana,30.7774002,-91.382207,STREET_ADDRESS: RANGE_INTERPOLATED
LA0022-005,East Iberville Branch,Branch Library,5715 Monticello Street,St. Gabriel,LA,70776,(225) 642-8380,Iberville,30.2584908,-91.1034004,STREET_ADDRESS: RANGE_INTERPOLATED
LA0001,Tensas Parish,Library System,135 Plank Road,St. Joseph,LA,71366,(318) 766-3781,Tensas,31.9183271,-91.2334137,STREET_ADDRESS: RANGE_INTERPOLATED
LA0001-002,Tensas Parish Library,Central Library,135 Plank Road,St. Joseph,LA,71366,(318) 766-3781,Tensas,31.9183271,-91.2334137,STREET_ADDRESS: RANGE_INTERPOLATED
LA0001-003,Tensas Parish Library Bookmobile,Bookmobile,135 Plank Road,St. Joseph,LA,71366,(318) 766-3781,Tensas,31.9183271,-91.2334137,STREET_ADDRESS: RANGE_INTERPOLATED
LA0030-002,St. Martin Parish Library,Central Library,201 Porter Street,St. Martinville,LA,70582,(337) 394-2207,St. Martin,30.129474,-91.8284235,STREET_ADDRESS: RANGE_INTERPOLATED
LA0030,St. Martin Parish Library,Library System,201 Porter Street,St. Martinville,LA,70582,(337) 394-2207,St. Martin,30.129474,-91.8284235,STREET_ADDRESS: RANGE_INTERPOLATED
LA0030-011,St. Martinville Branch,Branch Library,201 Porter Street,St. Martinville,LA,70582,(337) 394-2207,St. Martin,30.129474,-91.8284235,STREET_ADDRESS: RANGE_INTERPOLATED
LA0027-007,St. Rose Branch,Branch Library,90 East Club Drive,St. Rose,LA,70087,(504) 465-0646,St. Charles,29.9585807,-90.3064555,STREET_ADDRESS: RANGE_INTERPOLATED
LA0053-012,Starks Branch,Branch Library,113 South Highway 109,Starks,LA,70661,(337) 721-7107,Calcasieu,30.3139579,-93.6616357,STREET_ADDRESS: RANGE_INTERPOLATED
LA0018-005,Stonewall Branch Library,Branch Library,808 Highway 171,Stonewall,LA,71078,(318) 925-9191,Desoto,32.2729579,-93.819568,STREET_ADDRESS: RANGE_INTERPOLATED
LA0053-010,Maplewood Branch,Branch Library,91 Center Circle,Sulphur,LA,70663,(337) 721-7104,Calcasieu,30.229819,-93.318515,STREET_ADDRESS: ROOFTOP
LA0053-013,Sulphur Regional Branch,Branch Library,1160 Cypress Street,Sulphur,LA,70663,(337) 721-7141,Calcasieu,30.23144,-93.364602,STREET_ADDRESS: ROOFTOP
LA0065-002,South St. Landry Community Library,Central Library,235 Marie Street,Sunset,LA,70584,(337) 662-3442,St. Landry,30.4136711,-92.0645961,STREET_ADDRESS: ROOFTOP
LA0065,South St. Landry Community Library,Library System,235 Marie Street,"Sunset, Louisiana",LA,70584,(337) 662-3442,St. Landry,30.4136711,-92.0645961,STREET_ADDRESS: ROOFTOP
LA0063-002,Madison Parish Library,Central Library,403 North Mulberry Street,Tallulah,LA,71282,(318) 574-4308,Madison,32.4098264,-91.1845577,STREET_ADDRESS: RANGE_INTERPOLATED
LA0063,Madison Parish Library,Library System,403 North Mulberry Street,Tallulah,LA,71282,(318) 574-4308,Madison,32.4098264,-91.1845577,STREET_ADDRESS: RANGE_INTERPOLATED
LA0057-016,Terrytown Branch,Branch Library,680 Heritage Avenue,Terrytown,LA,70056,(504) 364-2717,Jefferson,29.9040534,-90.0351396,STREET_ADDRESS: RANGE_INTERPOLATED
LA0047-011,Choctaw Branch,Branch Library,1887 Choctaw Road,Thibodaux,LA,70301,(985) 633-6453,Lafourche,29.8504488,-90.7400432,STREET_ADDRESS: RANGE_INTERPOLATED
LA0047-002,Lafourche Parish Library Utley Memorial Branc,Central Library,314 St. Mary Street,Thibodaux,LA,70301,(985) 446-1163,Lafourche,29.7958479,-90.82444,STREET_ADDRESS: RANGE_INTERPOLATED
LA0047,Lafourche Parish Public Library,Library System,705 West 5Th Street,Thibodaux,LA,70301,(985) 447-4119,Lafourche,29.7963542,-90.8221434,STREET_ADDRESS: RANGE_INTERPOLATED
LA0010-003,Vacherie Library,Branch Library,2593 Hwy. 20,Vacherie,LA,70090,(225) 265-9066,St. James,30.0028239,-90.7283173,STREET_ADDRESS: RANGE_INTERPOLATED
LA0014-004,Vidalia Branch,Branch Library,408 Texas Avenue,Vidalia,LA,71373,(318) 336-5043,Concordia,31.5676209,-91.4267126,STREET_ADDRESS: RANGE_INTERPOLATED
LA0025,Evangeline Parish,Library System,242 West Main Street,Ville Platte,LA,70586,(337) 363-1369,Evangeline,30.6892487,-92.2765108,STREET_ADDRESS: ROOFTOP
LA0025-002,Evangeline Parish Library,Central Library,242 West Main Street,Ville Platte,LA,70586,(337) 363-1369,Evangeline,30.6892487,-92.2765108,STREET_ADDRESS: ROOFTOP
LA0025-007,Turkey Creek Branch,Branch Library,13951 Veteran's Memorial Highway,Ville Platte,LA,70586,(337) 461-2304,Evangeline,30.8907429,-92.4108706,STREET_ADDRESS: RANGE_INTERPOLATED
LA0053-007,Fontenot Memorial Branch,Branch Library,1402 Center Street,Vinton,LA,70668,(337) 721-7095,Calcasieu,30.1909084,-93.5799831,STREET_ADDRESS: RANGE_INTERPOLATED
LA0054-016,North Caddo Branch,Branch Library,615 North Pine,Vivian,LA,71082,(318) 375-3975,Caddo,32.8751663,-93.9851721,STREET_ADDRESS: RANGE_INTERPOLATED
LA0057-010,Live Oak Branch,Branch Library,125 Acadia Drive,Waggaman,LA,70094,(504) 736-8475,Jefferson,29.955659,-90.236886,STREET_ADDRESS: ROOFTOP
LA0068-001,Washington Municipal Library,Central Library,418 North Main Street,Washington,LA,70589,(337) 826-7336,St. Landry,30.6128607,-92.0607757,STREET_ADDRESS: RANGE_INTERPOLATED
LA0068,Washington Municipal Library,Library System,418 North Main Street,Washington,LA,70589,(337) 826-7336,St. Landry,30.6128607,-92.0607757,STREET_ADDRESS: RANGE_INTERPOLATED
LA0024-005,Mcburney Memorial Branch,Branch Library,301 South Sarah Street,Welsh,LA,70591,(337) 734-3262,Jefferson Davis,30.2356917,-92.8246608,STREET_ADDRESS: RANGE_INTERPOLATED
LA0051-005,Ouachita Valley Branch,Branch Library,601 Mcmillan Road,West Monroe,LA,71291,(318) 327-1470,Ouachita,32.5130371,-92.1585841,STREET_ADDRESS: ROOFTOP
LA0051-006,West Monroe Branch,Branch Library,315 Cypress Street,West Monroe,LA,71291,(318) 327-1365,Ouachita,32.501906,-92.127171,STREET_ADDRESS: ROOFTOP
LA0051-009,West Ouachita Branch,Branch Library,188 Highway 546,West Monroe,LA,71291,(318) 327-5414,Ouachita,32.5165113,-92.2457387,STREET_ADDRESS: RANGE_INTERPOLATED
LA0051-013,Cpl Jr Searcy Memorial Branch,Branch Library,5775 Jonesboro Road,West Monroe,LA,71292,(318) 327-1490,Ouachita,32.4119955,-92.2082909,STREET_ADDRESS: RANGE_INTERPOLATED
LA0053-014,Westlake Branch,Branch Library,937 Mulberry Street,Westlake,LA,70669,(337) 721-7113,Calcasieu,30.2531553,-93.2606814,STREET_ADDRESS: RANGE_INTERPOLATED
LA0057-019,Westwego Branch,Branch Library,635 Fourth Street,Westwego,LA,70094,(504) 349-5912,Jefferson,29.9074375,-90.1415512,STREET_ADDRESS: RANGE_INTERPOLATED
LA0022-008,White Castle Branch,Branch Library,32835 Bowie Street,White Castle,LA,70788,(225) 545-8424,Iberville,30.1637708,-91.1489403,STREET_ADDRESS: RANGE_INTERPOLATED
LA0005,Winn Parish,Library System,205 West Main Street,Winnfield,LA,71483,(318) 628-4478,Winn,31.9266853,-92.6396642,STREET_ADDRESS: RANGE_INTERPOLATED
LA0005-002,Winn Parish Library,Central Library,205 West Main Street,Winnfield,LA,71483,(318) 628-4478,Winn,31.9266853,-92.6396642,STREET_ADDRESS: RANGE_INTERPOLATED
LA0016-002,Franklin Parish Library,Central Library,705 Prairie Street,Winnsboro,LA,71295,(318) 435-4336,Franklin,32.1643623,-91.7186345,STREET_ADDRESS: RANGE_INTERPOLATED
LA0016,Franklin Parish Library,Library System,705 Prairie Street,Winnsboro,LA,71295,(318) 435-4336,Franklin,32.1643623,-91.7186345,STREET_ADDRESS: RANGE_INTERPOLATED
LA0016-003,Wisner Branch,Branch Library,129 Fort Scott Street,Wisner,LA,71378,(318) 724-7399,Franklin,31.980449,-91.6556796,STREET_ADDRESS: RANGE_INTERPOLATED
LA0055-012,Zachary Branch,Branch Library,1900 Church Street,Zachary,LA,70791,(225) 658-1840,East Baton Rouge,30.6535617,-91.1846843,STREET_ADDRESS: RANGE_INTERPOLATED
LA0017-010,Zwolle Branch,Branch Library,2218 Port Arthur Street,Zwolle,LA,71486,(318) 645-6955,Sabine,31.6324338,-93.64239,STREET_ADDRESS: RANGE_INTERPOLATED
MA0069-002,Bryant Free Library,Central Library,Route 9,"455 Berkshire Trail, Cummington",MA,01026,(413) 634-0109,Hampshire,42.4575863,-72.8889847,ESTABLISHMENT: APPROXIMATE
MA0069,Bryant Free Library,Library System,Route 9,"455 Berkshire Trail, Cummington",MA,01026,(508) 760-6219,Hampshire,42.4575863,-72.8889847,ESTABLISHMENT: APPROXIMATE
MA0001-002,Abington Public Library,Central Library,600 Gliniewicz Way,Abington,MA,02351,(781) 982-2139,Plymouth,42.1177626,-70.9576436,PREMISE: ROOFTOP
MA0001,Abington Public Library,Library System,600 Gliniewicz Way,Abington,MA,02351,(781) 631-1481,Plymouth,42.1177626,-70.9576436,PREMISE: ROOFTOP
MA0002-002,Acton Memorial Library,Central Library,486 Main St.,Acton,MA,01720,(978) 264-9641,Middlesex,42.486416,-71.433221,STREET_ADDRESS: ROOFTOP
MA0002,Acton Memorial Library,Library System,486 Main St.,Acton,MA,01720,(781) 982-2139,Middlesex,42.486416,-71.433221,STREET_ADDRESS: ROOFTOP
MA0349-002,W. Acton Citizens' Library,Central Library,21 Windsor Ave.,Acton,MA,01720,(978) 264-9652,Middlesex,42.475311,-71.4736025,STREET_ADDRESS: RANGE_INTERPOLATED
MA0349,W. Acton Citizens' Library,Library System,21 Windsor Ave.,Acton,MA,01720,(978) 929-6655,Middlesex,42.475311,-71.4736025,STREET_ADDRESS: RANGE_INTERPOLATED
MA0003-002,Russell Memorial Library,Central Library,88 Main St.,Acushnet,MA,02743,(508) 998-0270,Bristol,41.68241,-70.912679,STREET_ADDRESS: ROOFTOP
MA0003,Russell Memorial Library,Library System,88 Main St.,Acushnet,MA,02743,(413) 743-8345,Bristol,41.68241,-70.912679,STREET_ADDRESS: ROOFTOP
MA0004-002,Adams Free Library,Central Library,92 Park St.,Adams,MA,01220,(413) 743-8345,Berkshire,42.6237496,-73.1203048,STREET_ADDRESS: ROOFTOP
MA0004,Adams Free Library,Library System,92 Park St.,Adams,MA,01220,(413) 789-1550,Berkshire,42.6237496,-73.1203048,STREET_ADDRESS: ROOFTOP
MA0005-002,Agawam Public Library,Central Library,750 Cooper Street,Agawam,MA,01001,(413) 789-1550,Hampden,42.0727312,-72.6428658,STREET_ADDRESS: RANGE_INTERPOLATED
MA0005,Agawam Public Library,Library System,750 Cooper Street,Agawam,MA,01001,(413) 528-4536,Hampden,42.0727312,-72.6428658,STREET_ADDRESS: RANGE_INTERPOLATED
MA0006-002,Alford Free Public Library,Central Library,5 Alford Center Road,Alford,MA,01230,(413) 528-4536,Berkshire,42.2361734,-73.4142878,STREET_ADDRESS: RANGE_INTERPOLATED
MA0006,Alford Free Public Library,Library System,5 Alford Center Road,Alford,MA,01230,(508) 238-2000,Berkshire,42.2361734,-73.4142878,STREET_ADDRESS: RANGE_INTERPOLATED
MA0035-031,Honan-Allston Branch,Branch Library,300 North Harvard St.,Allston,MA,02134,(617) 787-6313,Suffolk,42.3601156,-71.1279857,PREMISE: ROOFTOP
MA0007,Amesbury Public Library,Library System,149 Main St.,Amesbury,MA,01913,(978) 388-8148,Essex,42.8553659,-70.932858,STREET_ADDRESS: ROOFTOP
MA0007-002,Amesbury Public Library,Central Library,149 Main St.,Amesbury,MA,01913,(978) 388-8148,Essex,42.8583925,-70.9300376,LOCALITY: APPROXIMATE
MA0008-002,"Jones Library, Inc.",Central Library,43 Amity Street,Amherst,MA,01002,(413) 259-3090,Hampshire,42.376317,-72.52084,STREET_ADDRESS: ROOFTOP
MA0008,"Jones Library, Inc.",Library System,43 Amity Street,Amherst,MA,01002,(508) 645-2314,Hampshire,42.376317,-72.52084,STREET_ADDRESS: ROOFTOP
MA0008-003,Munson Memorial Library,Branch Library,1046 South East Street,Amherst,MA,01002,(413) 259-3095,Hampshire,42.340719,-72.503409,STREET_ADDRESS: ROOFTOP
MA0008-004,North Amherst Library,Branch Library,8 Montague Road,Amherst,MA,01002,(413) 259-3099,Hampshire,42.4107891,-72.5310168,STREET_ADDRESS: ROOFTOP
MA0009-002,Memorial Hall Library,Central Library,2 North Main Street,Andover,MA,01810,(978) 623-8401,Essex,42.6568333,-71.141443,PREMISE: ROOFTOP
MA0009,Memorial Hall Library,Library System,2 North Main Street,Andover,MA,01810,(413) 625-0306,Essex,42.6568333,-71.141443,PREMISE: ROOFTOP
MA0104-002,Aquinnah Public Library,Central Library,1 Church St.,Aquinnah,MA,02535,(508) 645-2314,Dukes,41.3431391,-70.8136725,STREET_ADDRESS: RANGE_INTERPOLATED
MA0104,Aquinnah Public Library,Library System,1 Church St.,Aquinnah,MA,02535,(413) 862-3894,Dukes,41.3431391,-70.8136725,STREET_ADDRESS: RANGE_INTERPOLATED
MA0010-003,Edith M. Fox Library,Branch Library,175 Massachusetts Avenue,Arlington,MA,02474,(781) 316-3198,Middlesex,42.405581,-71.141654,STREET_ADDRESS: ROOFTOP
MA0010-002,Robbins Library,Central Library,700 Massachusetts Avenue,Arlington,MA,02476,(781) 316-3200,Middlesex,42.4156525,-71.1548071,STREET_ADDRESS: ROOFTOP
MA0010,Robbins Library,Library System,700 Massachusetts Avenue,Arlington,MA,02476,(978) 386-5377,Middlesex,42.4156525,-71.1548071,STREET_ADDRESS: ROOFTOP
MA0011-002,Stevens Memorial Library,Central Library,20 Memorial Drive,Ashburnham,MA,01430,(978) 827-4115,Worcester,42.6378168,-71.909442,PREMISE: ROOFTOP
MA0011,Stevens Memorial Library,Library System,20 Memorial Drive,Ashburnham,MA,01430,(508) 881-0134,Worcester,42.6378168,-71.909442,PREMISE: ROOFTOP
MA0012-002,Ashby Free Public Library,Central Library,812 Main Street,Ashby,MA,01431,(978) 386-5377,Middlesex,42.6771699,-71.819414,STREET_ADDRESS: ROOFTOP
MA0012,Ashby Free Public Library,Library System,812 Main Street,Ashby,MA,01431,(978) 249-9515,Middlesex,42.6771699,-71.819414,STREET_ADDRESS: ROOFTOP
